lon,lat,popd,elev,tem,pre,slope
118.4700012,27.0440006,103.5319258,174,18.29258494,1828.74711,4.787684429
118.0550003,27.4071007,100.791924,221,18.31771055,1893.393745,4.119082004
118.5130005,27.9412994,88.1010498,226,17.3900389,1887.590356,5.099853217
117.4690018,27.2336006,95.82592516,489,17.75987291,1923.016393,4.700328366
117.8619995,26.9064007,90.57313777,506,18.52784287,1836.057065,4.810392775
118.7519989,27.6088009,125.590924,514,18.03616134,1859.476472,4.765226408
118,27.7450008,92.53729989,210,16.92214878,1955.51135,5.735159248
118.2429962,26.5879002,171.3285979,123,18.89515928,1752.284715,5.472252662
118.961998,27.3216991,102.9192773,713,16.46208512,1885.99307,4.73789372
119.6490021,27.0400009,325.3143529,137,18.34277712,1768.954012,5.639108082
120.1959991,27.2178001,343.3192842,17,18.15201332,1731.844002,3.838069136
118.8679962,26.6145,137.1730798,555,17.42527558,1769.128038,4.95994709
119.4560013,26.7556,421.8156415,213,17.8553761,1759.558197,5.832592051
118.9779968,26.9193993,93.16093282,830,15.88383236,1865.340963,4.731566711
119.4950027,27.4242001,124.0822507,946,16.13491825,1861.596692,5.160455808
119.9820023,26.8511009,282.2586024,366,18.67300209,1698.627969,4.150145122
119.875,27.2029991,170.2331387,1015,16.25499062,1810.310368,5.804577581
119.302002,27.0926991,144.5287306,972,16.00732396,1863.223024,5.456551363
118.9290009,25.4160995,1116.283331,188,20.45147763,1542.64431,4.531843911
119.0569992,25.6030998,619.3254487,447,19.67904791,1562.884062,3.836412563
119.0820007,25.4023991,2337.990124,11,21.03803678,1513.334661,1.821969121
118.6949997,25.4669991,491.1987206,214,19.20725042,1601.653631,5.050189128
119.1930008,25.2294006,907.2514838,128,21.39776877,1485.337569,0.987504839
117.8970032,25.1233006,335.4925173,664,18.82792523,1695.856014,5.660360593
118.2450027,25.6725998,150.7522895,835,17.61545166,1705.173999,5.178219777
118.6220016,24.9202003,5561.892397,29,21.64553749,1528.637991,1.71280436
118.810997,24.9871006,1299.510248,41,21.56768042,1510.752168,1.154921499
118.5490036,24.7168999,2892.008654,54,21.91940246,1527.808874,0.544973517
118.5439987,24.9076004,7471.951375,11,21.7485921,1533.998001,0.946327116
118.6259995,25.1410007,661.2589807,220,20.55150168,1559.363911,3.93914887
118.3769989,25.0132008,751.8512482,28,20.87323457,1579.707341,3.579565859
118.8539963,25.1650009,1137.196994,49,21.12588635,1521.126492,1.986937374
118.6869965,24.7434006,3849.581638,42,21.89373717,1513.105953,0.715820527
118.1350021,25.3924007,290.2975569,278,18.9262764,1672.796268,5.417862085
117.8040009,25.7901001,135.24779,716,18.00514002,1751.154279,4.767675968
116.7799988,26.8190002,66.17842592,492,17.42066184,1895.308311,4.18010861
117.3889999,26.7289009,64.46294675,355,17.91256604,1865.368885,5.536887295
117.6200027,26.3082008,627.3012809,441,18.88579857,1778.971412,5.666223553
117.2060013,26.4165993,57.46598845,668,18.00287643,1837.684418,3.63204761
116.6669998,26.3064003,108.660738,342,18.04306802,1829.748075,3.090229736
116.9100037,26.0953999,65.4027088,331,18.54986692,1808.720273,4.234975659
117.5279999,26.1853008,234.6782888,178,18.59406692,1783.311801,5.18998996
117.8069992,26.4440994,139.3146148,133,18.70687746,1778.827264,5.016800316
117.112999,26.8612003,67.73427401,367,17.84212523,1893.899382,4.186376811
117.3160019,25.9167995,117.9033386,483,18.21039875,1791.382861,5.494198181
118.2369995,26.1469002,99.51384424,383,18.2608496,1724.746101,5.254304037
117.9850006,24.5186005,2699.30917,83,21.86655937,1593.817289,2.016972863
118.1340027,24.5223007,13575.87261,26,22.16603905,1567.232219,0.595568147
118.0230026,24.6310997,3733.943382,33,21.577853,1598.585884,2.612832294
118.1259995,24.4647007,12570.78528,196,22.05001946,1570.772941,1.839414841
118.1050034,24.7724991,1285.43729,38,20.90115938,1607.063586,3.712821461
118.2669983,24.6464005,1298.947382,34,21.68668687,1564.87806,1.304478857
117.4079971,23.6751003,489.1838907,10,22.61115487,1634.950357,0.457930901
117.5299988,24.9164009,105.3335095,213,19.66613142,1715.280314,6.335558269
117.8160019,24.3929996,683.8245113,15,21.80095958,1611.416338,2.427803803
117.7330017,24.5401001,2571.427309,9,22.16964852,1614.132684,0.876336035
117.2789993,24.6651001,154.8783365,814,20.15072563,1712.618242,4.832095435
117.189003,24.3199005,197.9794962,470,20.19632348,1695.128793,5.452765689
117.6110001,24.6000996,2462.268609,42,21.95285112,1635.830956,1.931414285
117.3359985,23.9729004,370.7362384,44,21.43696527,1655.164193,3.903939596
117.685997,24.0951004,350.1617622,71,21.8699832,1616.636733,2.201638904
117.7990036,24.7406998,252.2229173,32,20.90390013,1644.598638,4.756905866
117.1340027,23.8486004,403.7258598,137,21.50374308,1672.386762,3.330811993
104.1569977,36.5554008,249.905638,1714,8.295046605,307.9214122,2.015493767
105.0920029,35.9570999,70.89684759,1742,7.539947625,395.4888872,2.614256117
104.0490036,37.1385994,36.27564088,1627,7.637130459,278.6927379,2.327502389
104.723999,36.7319984,66.35763145,1460,8.160390178,288.8955667,2.554982296
104.9120026,36.7141991,101.6132108,1637,7.668547365,303.8554968,2.789371661
104.6289978,35.6385002,115.9233658,1975,6.910989625,440.1023938,2.585833707
103.9029999,35.5247993,168.4047948,2021,6.517602682,475.3154767,3.578663077
104.625,35.1066017,176.3053532,2068,7.308385169,495.2254735,3.144009121
104.237999,34.4249992,118.8450721,2888,4.867614023,627.1035527,4.488915536
105.185997,35.2081985,111.470918,1876,7.299915834,496.3476065,2.751374631
104.137001,35.1366997,135.6070619,2313,5.809566435,530.8693174,3.524636196
104.3580017,34.7229004,77.06044209,2350,5.260519268,584.2132513,5.511465067
103.5619965,34.0046997,11.06883616,2640,4.553808671,676.9586461,11.12923534
103.0790024,34.9930992,52.12039972,3286,1.935975947,638.8566572,3.556160107
103.6139984,34.7312012,91.9628967,3053,4.533585973,603.1343989,5.458839198
102.4690018,34.3899994,8.312805074,3624,1.509478493,654.5058182,3.964030618
101.6679993,33.8358002,5.914366004,3828,0.766378829,685.3349993,3.733062837
102.4980011,35.0185013,13.76572379,3509,1.485461189,611.5872247,4.865693609
104.3190002,33.6283989,41.53384469,2222,7.632590044,698.332793,13.12439081
103.3880005,34.6105003,18.51459255,2807,2.867646192,652.2925738,6.161995389
102.1589966,38.6470985,84.35926357,1535,7.887025359,217.6104859,1.665919612
101.9639969,38.2853012,39.14194153,2090,5.425215482,311.7208857,2.719498166
94.427002,39.0253983,0.375719663,2918,1.301055797,208.0384449,3.520382287
94.1230011,40.3614998,6.927734827,1049,9.831040562,60.68898794,0.970998323
95.7659988,40.7280006,5.482883168,1318,7.747732394,95.89450898,0.885705481
99.1733017,40.3720016,7.4937994,1278,8.646911827,91.15700326,0.617171701
96.5391006,40.6615982,0.273217519,1427,2.923226645,194.7497531,2.721693194
98.7925034,39.6021996,135.455798,1426,7.71546234,133.9433507,1.036191482
97.4590988,40.2372017,10.34170515,1424,6.984061759,117.3047316,1.685481351
103.6839981,36.1246986,5350.616841,1545,9.77372505,338.8644383,2.93958982
103.8740005,36.0737991,7131.503624,1502,9.269387546,348.8168437,3.010711857
103.8769989,36.3893013,50.53540474,1772,8.136119168,339.6221689,1.932491043
103.1080017,36.2775993,271.6034263,1892,8.811878404,367.0230115,2.668790235
103.7689972,35.9650993,1790.957552,2020,7.204402187,412.2032295,4.232603963
103.5199966,36.1269989,1134.949768,1598,8.919663321,363.6801844,3.775169165
103.2419968,36.6043015,48.83483294,2288,6.422177875,386.8482019,2.877488881
104.2300034,35.9925995,143.6197528,2065,6.756192976,406.1291409,3.591041784
103.4440002,35.6927986,192.4374277,2109,7.382036331,445.4195753,3.977879642
103.6169968,35.4723015,496.4896403,2142,7.352986992,466.5598039,3.562477712
103.3310013,35.3111992,177.0185423,2426,4.888445421,543.8307911,5.734058691
102.8949966,35.7123985,262.2213421,2262,6.5883215999999996,463.4505195,5.255707697
103.6520004,35.2448006,288.4039073,2303,6.528794421,509.256357,3.749015517
103.1849976,35.5750008,3588.307452,1902,8.636188931,430.4653378,2.416237859
103.0439987,35.5149002,280.6730046,2174,6.354050501,486.8586553,5.067408878
103.2180023,36.0028,95.28908191,2019,7.839053356,408.9819406,4.658113216
105.6790009,33.7442017,142.9720373,1043,11.26601418,709.0861942,5.288836627
104.4440002,34.0099983,76.7769468,1787,7.265149021,640.2370178,8.160906822
106.0159988,33.8885002,70.37815081,1436,10.86179167,713.9556227,4.986339007
105.6269989,33.2803993,54.62384882,1195,11.22661759,852.8945495,6.985347053
105.0540009,34.1057014,99.35672802,1661,8.862652391,624.5949274,5.214460657
106.3880005,33.9019012,27.8269096,1175,9.74585398,765.5953415,6.220814294
104.7740021,32.9427986,39.33808561,1931,10.85343513,856.8510944,12.34571718
105.125,33.2872009,117.467704,1147,10.52668145,806.9270517,9.009647875
105.3280029,33.9127007,190.0227864,1918,9.872158968,664.3705716,4.945788978
106.9919968,35.2447014,96.08795473,1435,9.447548974,580.7486491,2.596059962
106.5950012,35.1977005,152.4792048,1582,7.683713156,601.7409343,3.250716691
107.4319992,35.3488007,150.4631545,1145,10.20089096,569.8120224,2.786293578
105.6679993,35.4290009,167.2768062,1753,7.780954291,483.3255412,2.697764137
106.737999,35.5108986,260.4674587,1413,8.551441649,547.2485663,2.917023292
107.3990021,35.0686989,79.4576145,1316,10.11044654,605.3198111,2.502722265
106.0559998,35.2496986,222.8696334,1741,7.282942942,553.5905223,3.264435283
108.2979965,36.0017014,46.47507689,1390,9.263808764,563.0115182,2.146828011
108.0210037,36.4380989,31.38974239,1478,8.718729664,521.5673212,1.823166127
107.0619965,36.6080017,33.06804535,1416,8.493456953,442.1992443,2.286806933
108.1050034,35.5660019,126.876269,1217,9.847662203,578.8636242,2.408033136
107.6709976,36.0405998,87.33700065,1277,9.566777896,523.2013263,2.190327198
107.6620026,35.6711006,519.8624997,1379,9.777780984,554.00621,1.929401804
107.1669998,35.7813988,103.3203857,1261,9.475498675,521.988636,2.344641854
108.3639984,35.4049988,129.4432785,1339,9.331890795,610.817326,2.421110636
105.2639999,34.8044014,321.5864938,1600,8.829399549,520.0389908,4.078674168
106.1320038,34.4169006,159.4447985,1886,9.168764723,646.0031583,5.624183493
105.685997,34.949501,259.1255447,1669,8.890054447,527.9345804,3.525625187
105.6230011,34.3961983,275.9661174,1854,9.003527606,610.8931434,3.380065639
106.1279984,34.7387009,121.2368722,1454,8.45370819,609.0274588,3.37834006
104.8779984,34.6743011,182.5993809,1990,7.614030501,547.0246297,5.389795818
106.2710037,34.9872017,195.4169391,1876,6.915179448,621.1774389,3.491336208
103.3310013,37.5270004,49.48434064,1928,6.580369998,306.3764835,1.852144961
102.7509995,37.9112015,177.8997113,1496,7.514028792,279.8281698,1.782765977
103.1849976,38.8284988,11.28435654,1323,9.11129508,157.3097536,0.4330644
102.7649994,37.2706985,23.04462228,3604,1.370305548,477.271683,5.826296271
100.5049973,39.0029984,140.5415928,1463,7.694616552,222.7518715,1.770696161
99.5923004,39.5382996,28.83181918,1318,8.107989139,149.0717957,1.288732225
100.1760025,39.3455009,42.76020207,1391,8.479855362,170.1417698,1.090122554
100.7679977,38.475399,78.67981076,2194,4.218215012,353.0423496,2.957974047
101.1760025,38.5209999,31.96235879,2209,4.145461426,345.458354,3.087717541
99.2833023,38.9264984,1.350213074,4586,-0.431478513,371.4998634,7.83443998
116.6029968,23.7332001,1080.339403,87,21.45561589,1730.011789,3.365176039
116.9069977,23.8365002,443.847063,58,21.64658604,1686.736306,3.084059346
116.7070007,23.6728992,1751.403786,62,22.32570701,1705.004304,1.922516023
113.875,22.9344997,4254.137487,24,22.76995238,1992.55049,0.95247872200000006
113.0579987,23.0004997,8614.514575,11,22.84516878,1909.038479,0.09624222
112.6709976,22.8206997,500.0815773,164,22.62332095,1890.421564,1.757300892
113.0299988,23.0720005,3420.58842,13,22.77323118,1898.388507,0.403896624
112.8929977,23.2907009,970.7104667,16,22.56146405,1860.184569,0.775991986
113.1780014,22.8439999,4004.809713,6,22.94301553,1948.060815,0.074657177
113.3190002,23.2919006,5633.462646,16,22.47612035,1926.254804,0.972784679
113.6750031,23.6797009,361.6101363,212,21.16235053,1951.511364,3.494952465
113.4020004,22.9762001,5120.07066,15,22.86334237,1952.875977,0.28138676
113.3209991,23.0846004,19996.4488,10,22.8193475,1935.568911,0.221868532
113.2089996,23.4452,1696.034353,11,22.22268357,1908.674873,1.441299267
113.5029984,23.2194996,2612.763649,95,22.41239096,1953.51889,1.448599512
113.2220001,23.0907001,19739.89035,6,22.80881992,1923.014074,0.14786617
113.5390015,22.7394009,1006.526052,5,22.97715679,1977.835455,0.183797561
113.3700027,23.1623993,16444.71704,15,22.58586265,1939.732337,1.188535079
113.276001,23.1355991,30801.80463,16,22.73367113,1927.087661,0.554581982
113.7590027,23.3435993,908.7833301,205,22.18926677,1969.443047,2.313797892
114.8150024,23.9300995,86.87691627,237,21.18066953,1886.519007,3.2624005
115.0009995,24.4491997,154.4807379,341,20.54945349,1730.754867,2.779297411
114.5329971,24.3367996,125.5387324,241,19.86936902,1818.256562,4.603388301
115.3509979,24.3313007,193.1059034,284,20.88717566,1733.952907,2.703513002
114.6399994,23.6877995,1945.251036,111,21.60842062,1960.518195,3.144394391
115.052002,23.5216007,151.6167355,119,21.27413787,1991.952693,3.055648922
114.2770004,23.3497009,424.0050896,103,22.02649049,1998.475514,2.807543789
114.4749985,23.1604004,1404.269429,19,22.49871477,2016.596127,1.493693899
114.9400024,23.0324993,280.386013,47,21.75288653,2041.775098,3.572221699
114.4680023,22.8645992,1134.949594,32,22.47634952,2031.50073,2.236423658
114.1269989,23.6637993,140.7574428,240,21.29164143,1966.42457,3.628069343
112.276001,22.2353992,285.4874835,26,22.66497709,2079.698605,2.2957932
112.7910004,22.6716003,490.2301945,194,22.55731429,1956.628521,2.009049446
113.1230011,22.5512009,3306.082929,3,23.06910118,2002.628585,0.2009578
112.5350037,22.3736,451.8762265,21,22.82284709,2037.956288,1.520582394
113.0490036,22.655899,2609.677396,12,22.89084738,1977.177552,0.893521306
112.7070007,22.0130005,262.41063810000003,177,22.81500888,2134.72039,1.995075253
113.0240021,22.3836994,665.6883058,8,22.8122166,2044.515804,1.489358094
116.2210007,23.0286007,804.9210251,13,22.62905078,1858.103399,1.254717504
116.3069992,23.6285992,1310.831032,32,22.1311418,1764.77573,2.207412317
115.9069977,23.4939995,501.7129292,96,21.27684647,1872.558433,3.67230555
116.0660019,23.2858009,1236.937556,128,21.99113653,1861.767333,2.820783348
116.4459991,23.5065002,2788.36258,6,22.58594826,1752.923572,1.189511389
111.1910019,21.6513004,702.277202,271,23.36065713,1952.534017,1.492662647
110.9649963,22.0319004,406.5894211,62,22.6818158,1876.369512,2.568550726
110.5309982,21.8404007,548.3788681,32,23.4045196,1827.363724,0.708296757
110.8789978,21.6784992,1726.148214,21,23.68362861,1883.54072,0.245478062
111.1139984,22.4284,329.2905027,435,21.42369664,1830.932353,4.141520911
116.6520004,24.3444004,134.5322547,191,20.86410622,1699.146783,4.122706972
116.2829971,23.9153004,176.8061779,314,20.67630455,1759.11968,4.737444172
116.1849976,24.6791992,191.6403998,411,20.44737871,1704.529748,3.994912117
116.1679993,24.2644005,758.3659153,238,20.90129612,1710.51781,3.578915972
116.1819992,24.3813,225.029805,315,21.06165669,1706.586736,2.96493486
115.9209976,24.6919003,138.7472963,377,20.38133601,1693.154552,3.106036874
115.6289978,23.7987003,283.2985777,457,21.11985142,1847.652637,2.810600714
115.7429962,24.2630005,375.9767052,199,21.17625665,1720.063272,1.911106894
113.5540009,23.8796997,243.6873499,66,21.16368084,1924.205149,3.37123108
112.2559967,24.5611992,108.8720021,787,18.1658802,1803.106106,7.058203556
112.0899963,24.5146008,78.09491224,426,18.53172549,1776.749231,6.085326962
112.447998,24.9344006,141.3830935,256,18.71256526,1727.995108,4.312012286
113.1320038,23.6742001,865.2560902,34,21.92478961,1895.40564,1.907046766
112.8239975,23.9102001,262.2582683,134,20.77194326,1874.363834,3.675819525
112.6699982,24.5062008,110.391059,372,18.98332295,1830.608677,5.268131759
113.3130035,24.2224998,167.1226469,222,20.71524136,1870.471578,3.67481645
116.4069977,23.1760998,1986.535393,63,22.33125565,1813.847381,1.700158492
116.4850006,23.3348007,2356.545359,91,22.55978771,1773.682702,1.330897032
116.810997,23.5235004,2257.317134,8,22.68056472,1703.543472,0.370298404
116.711998,23.2751007,1186.809402,5,22.67290759,1748.669778,0.831002344
116.637001,23.3868008,5182.924288,5,22.68713997,1738.590639,0.538204591
116.7559967,23.3931999,4443.552681,4,22.76623261,1722.28898,0.067698806
115.8450012,21.9804001,566.968752,0,22.72532479,1999.017496,0.753700389
115.2740021,22.9634991,446.1324777,23,22.23622667,2013.679086,2.91320876
115.7799988,22.9594002,703.1452733,15,22.5688105,1939.120372,1.361212129
115.6179962,23.2801991,252.499746,99,21.17222337,1964.450036,4.392084056
113.2389984,25.2457008,158.4931769,778,18.09864914,1674.932098,4.765160991
114.3759995,25.1865997,152.3562743,137,19.33061595,1656.05069,3.115349323
113.6230011,24.6445007,179.1638089,110,19.75385862,1792.286527,4.287096736
113.776001,25.1431999,83.72184089,101,19.24852695,1676.003566,3.740586009
113.1640015,24.8083,81.47784015,246,17.99379529,1797.330541,5.304428135
114.1039963,24.8507004,92.97412917,307,19.24943076,1734.056019,4.388878619
